,School_name,School,Province,Year,Type,Spname,Max,Min,Average,Min_section,Info,Level1_name,Level2_name,Level3_name,Zslx_name,Local_batch_name,Sg_info,Sg_xuanke
772,中南林业科技大学涉外学院,1133,54,2021,文科,旅游管理,318,318,318,0,无,本科,管理学,旅游管理类,普通类,本科二批,无,无
773,郑州旅游职业学院,1334,54,2022,文科,酒店管理与数字化运营,0,247,247,0,无,专科（高职）,旅游大类,旅游类,普通类,专科批,无,无
774,重庆工商职业学院,1496,54,2022,文科,计算机类,288,263,0,0,无,专科（高职）,电子与信息大类,计算机类,普通类,专科批,无,无
775,重庆工商职业学院,1496,54,2022,理科,市场营销,249,249,0,0,无,专科（高职）,财经商贸大类,工商管理类,普通类,专科批,无,无
776,重庆工商职业学院,1496,54,2022,理科,计算机类,241,237,0,0,无,专科（高职）,电子与信息大类,计算机类,普通类,专科批,无,无
777,重庆工商职业学院,1496,54,2022,理科,电子商务,240,234,0,0,无,专科（高职）,财经商贸大类,电子商务类,普通类,专科批,无,无
778,四川电力职业技术学院,779,54,2020,理科,发电厂及电力系统,320,277,296,0,无,专科（高职）,能源动力与材料大类,电力技术类,普通类,专科批,无,无
779,海南软件职业技术学院,1390,54,2020,理科,跨境电子商务学费5700,0,277,0,0,学费5700,专科（高职）,财经商贸大类,电子商务类,普通类,专科批,无,无
780,海南软件职业技术学院,1390,54,2020,理科,工业机器人技术学费5700,0,275,0,0,学费5700,专科（高职）,装备制造大类,自动化类,普通类,专科批,无,无
781,海南软件职业技术学院,1390,54,2020,理科,音乐制作学费5700,0,238,0,0,学费5700,专科（高职）,文化艺术大类,表演艺术类,普通类,专科批,无,无
782,海南软件职业技术学院,1390,54,2020,理科,电子信息工程技术学费5700,0,231,0,0,学费5700,专科（高职）,电子与信息大类,电子信息类,普通类,专科批,无,无
783,海南软件职业技术学院,1390,54,2020,理科,软件技术学费5700,0,144,0,0,学费5700,专科（高职）,电子与信息大类,计算机类,普通类,专科批,无,无
784,海南软件职业技术学院,1390,54,2020,文科,计算机网络技术学费5700,0,255,0,0,学费5700,专科（高职）,电子与信息大类,计算机类,普通类,专科批,无,无
785,海南软件职业技术学院,1390,54,2020,文科,会计学费5700,0,243,0,0,学费5700,专科（高职）,财经商贸大类,财务会计类,普通类,专科批,无,无
786,福州工商学院,1891,54,2020,理科,会计学,352,326,337,0,无,本科,管理学,工商管理类,普通类,本科二批,无,无
787,河北轨道运输职业技术学院,2858,54,2021,文科,铁道交通运营管理,301,301,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
788,河北轨道运输职业技术学院,2858,54,2021,文科,铁道机车运用与维护,298,298,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
789,河北轨道运输职业技术学院,2858,54,2021,文科,铁道养路机械应用技术,304,288,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
790,河北轨道运输职业技术学院,2858,54,2021,理科,铁道养路机械应用技术,261,261,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
791,河北轨道运输职业技术学院,2858,54,2021,理科,铁道机车运用与维护,251,245,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
792,河北轨道运输职业技术学院,2858,54,2021,理科,铁道交通运营管理,234,231,0,0,无,专科（高职）,交通运输大类,铁道运输类,普通类,专科批,无,无
793,海南经贸职业技术学院,1404,54,2021,理科,计算机网络技术,246,210,228,0,无,专科（高职）,电子与信息大类,计算机类,普通类,专科批,无,无
794,海南经贸职业技术学院,1404,54,2021,文科,大数据与财务管理,290,234,262,0,无,专科（高职）,财经商贸大类,财务会计类,普通类,专科批,无,无
795,哈尔滨剑桥学院,2533,54,2021,理科,小学教育,276,276,0,0,无,本科,教育学,教育学类,普通类,本科二批,无,无
796,重庆幼儿师范高等专科学校,3062,54,2020,文科,学前教育（内地西藏班）,399,389,0,0,无,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
797,重庆幼儿师范高等专科学校,3062,54,2020,理科,早期教育（内地西藏班）,314,312,0,0,无,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
798,重庆幼儿师范高等专科学校,3062,54,2020,理科,美术教育（内地西藏班）,314,309,0,0,无,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
799,海南政法职业学院,2290,54,2020,文科,治安管理,330,330,0,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
800,海南政法职业学院,2290,54,2020,理科,治安管理,266,266,0,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
801,海南政法职业学院,2290,54,2021,文科,法律事务,308,308,308,0,无,专科（高职）,公安与司法大类,法律实务类,普通类,专科批,无,无
802,海南政法职业学院,2290,54,2021,文科,治安管理,300,300,300,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
803,海南政法职业学院,2290,54,2021,理科,法律事务,263,263,263,0,无,专科（高职）,公安与司法大类,法律实务类,普通类,专科批,无,无
804,海南政法职业学院,2290,54,2021,理科,治安管理,240,240,240,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
805,海南政法职业学院,2290,54,2022,文科,法律事务,294,294,294,0,无,专科（高职）,公安与司法大类,法律实务类,普通类,专科批,无,无
806,海南政法职业学院,2290,54,2022,文科,治安管理,261,261,261,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
807,海南政法职业学院,2290,54,2022,理科,法律事务,236,236,236,0,无,专科（高职）,公安与司法大类,法律实务类,普通类,专科批,无,无
808,海南政法职业学院,2290,54,2022,理科,治安管理,223,223,223,0,无,专科（高职）,公安与司法大类,公安管理类,普通类,专科批,无,无
809,安徽城市管理职业学院,1830,54,2021,文科,金融服务与管理（内高班）,336,323,0,0,（内高班）,专科（高职）,财经商贸大类,金融类,普通类,专科批,无,无
810,安徽城市管理职业学院,1830,54,2021,文科,护理,308,286,0,0,无,专科（高职）,医药卫生大类,护理类,普通类,专科批,无,无
811,安徽城市管理职业学院,1830,54,2021,文科,学前教育,303,284,0,0,无,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
812,安徽城市管理职业学院,1830,54,2021,文科,早期教育（内高班）,270,270,0,0,（内高班）,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
813,安徽城市管理职业学院,1830,54,2021,理科,护理,274,260,0,0,无,专科（高职）,医药卫生大类,护理类,普通类,专科批,无,无
814,安徽城市管理职业学院,1830,54,2021,理科,学前教育,272,259,0,0,无,专科（高职）,教育与体育大类,教育类,普通类,专科批,无,无
815,安徽城市管理职业学院,1830,54,2021,理科,连锁经营与管理（内高班）,280,259,0,0,（内高班）,专科（高职）,财经商贸大类,工商管理类,普通类,专科批,无,无
816,复旦大学上海医学院,3427,54,2021,理科,临床医学（8年制）,0,668,0,0,无,本科,医学,临床医学类,普通类,本科一批,无,无
817,海南卫生健康职业学院,3485,54,2022,文科,护理,258,258,258,0,无,专科（高职）,医药卫生大类,护理类,普通类,专科批,无,无
818,海南健康管理职业技术学院,3279,54,2020,理科,护理,241,238,239.50,0,无,专科（高职）,医药卫生大类,护理类,普通类,专科批,无,无
819,海南健康管理职业技术学院,3279,54,2020,文科,健康管理,243,242,242.50,0,无,专科（高职）,医药卫生大类,健康管理与促进类,普通类,专科批,无,无
820,海南健康管理职业技术学院,3279,54,2020,文科,护理,266,226,246,0,无,专科（高职）,医药卫生大类,护理类,普通类,专科批,无,无
